citing_paper_id,cited_paper_id,citing_title,cited_title,citing_year,cited_year,resolution_method
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Early Pleistocene Homo erectus fossils from Konso, southern Ethiopia",2015,2007,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","A juvenile early hominin skeleton from Dikika, Ethiopia",2015,2006,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Revision of the Fully technique for estimating statures.,2015,2006,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Anatomical descriptions, comparative studies and evolutionary significance of the hominin skulls from Dmanisi, Republic ",2015,2006,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",A 3D quantitative comparison of trapezium and trapezoid relative articular and nonarticular surface areas in modern huma,2015,2005,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Further evidence for small-bodied hominins from the Late Pleistocene of Flores, Indonesia",2015,2005,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Associated cranial and forelimb remains attributed to Australopithecus afarensis from Hadar, Ethiopia.",2015,2005,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","The Brain of LB1, Homo floresiensis",2015,2005,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","A new small-bodied hominin from the Late Pleistocene of Flores, Indonesia",2015,2004,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Late Pliocene Homo and Hominid Land Use from Western Olduvai Gorge, Tanzania",2015,2003,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","A New Skull of Early Homo from Dmanisi, Georgia",2015,2002,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Recently identified postcranial remains of Paranthropus and early Homo from Swartkrans Cave, South Africa.",2015,2001,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Assigned Resampling Method: A new method to estimate size sexual dimorphism in samples of unknown sex,2015,2001,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Earliest Pleistocene hominid cranial remains from Dmanisi, Republic of Georgia: taxonomy, geological setting, and age.",2015,2000,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Australopithecus garhi: a new species of early hominid from Ethiopia.,2015,1999,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",The first skull of Australopithecus boisei,2015,1997,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Systematic assessment of a maxilla of Homo from Hadar, Ethiopia.",2015,1997,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Body mass and encephalization in Pleistocene Homo,2015,1997,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Mandibular postcanine dentition from the Shungura Formation, Ethiopia: crown morphology, taxonomic allocations, and Plio",2015,1996,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Phenetic affinities among earlyHomocrania from East and South Africa,2015,1996,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Fossil Homo femur from Berg Aukas, northern Namibia.",2015,1995,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Taxonomic affinity of the early Homo cranium from Swartkrans, South Africa.",2015,1993,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Oldest Homo and Pliocene biogeography of the Malawi Rift,2015,1993,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","The skulls, endocasts, and teeth of homo habilis",2015,1993,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Olduvai gorge, volume 4: The skulls, endocasts and teeth ofHomo habilis",2015,1992,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Hand of Paranthropus robustus from Member 1, Swartkrans: fossil evidence for tool behavior.",2015,1988,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Pliocene hominids from the Hadar formation, Ethiopia (1973–1977): Stratigraphic, chronologic, and paleoenvironmental con",2015,1982,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",[New method of determination of the height].,2015,1956,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",DOI: 10.7554/eLife.09560 35 of 35 Research article Genomics and evolutionary biology,2015,2015,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Descriptions of the lower limb skeleton of Homo floresiensis.,2015,2009,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",The skull of Australopithecus afarensis,2015,2005,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Natural history of Homo erectus.,2015,2003,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",The Drimolen skull: the most complete australopithecine cranium and mandible to date,2015,2000,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Population bottlenecks and Pleistocene human evolution.,2015,2000,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",in this study. First-hand observations of original specimens from all localities were used with the exception of Drimole,2015,2000,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","Drimolen: a new hominin-bearing site in Gauteng, South Africa",2015,2000,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Koobi Fora research project IV: hominid cranial remains from Koobi Fora,2015,1991,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","New partial skeleton of Homo habilis from Olduvai Gorge, Tanzania",2015,1987,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.","A gracile hominid cranium from upper member G of the Shungura formation, Ethiopia.",2015,1977,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Johannesburg: University of the Witwatersrand. n ' sAustralopithecus skeleton and a new look at,2015,1977,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",Unpublished PhD dissertation,2015,1977,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",The cranium and maxillary dentition of Australopithecus (Zinjanthropus) boisei,2015,1967,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",The skull of Sinanthropus,2015,1943,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",The Human Genus,2015,,unresolved
10.7554_elife.09560,,"Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa.",American Journal of Physical Anthropology,2015,,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,Bayesian analysis of a morphological supermatrix sheds light on controversial fossil hominin relationships,2015,2015,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,Body mass estimates of hominin fossils and the evolution of human body size.,2015,2015,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,"3.3-million-year-old stone tools from Lomekwi 3, West Turkana, Kenya",2015,2015,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,"Neither chimpanzee nor human, Ardipithecus reveals the surprising ancestry of both",2015,2015,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,"Organogenesis in deep time: A problem in genomics, development, and paleontology",2015,2015,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,Rotator cuff muscle size and the interpretation of scapular shape in primates.,2015,2015,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,Human-like hand use in Australopithecus africanus,2015,2015,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,The arboreal origins of human bipedalism,2015,2014,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,Elastic energy storage in the shoulder and the evolution of high-speed throwing in Homo,2015,2013,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,The Upper Limb of Australopithecus sediba,2015,2013,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,geomorph: an r package for the collection and analysis of geometric morphometric shape data,2015,2013,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,A Comparison of Qualitative and Quantitative Methodological Approaches to Characterizing the Dorsal Side of the Scapula ,2015,2013,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,"Australopithecus afarensis Scapular Ontogeny, Function, and the Role of Climbing in Human Evolution",2015,2012,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,A Partial Skeleton of the Fossil Great Ape Hispanopithecus laietanus from Can Feu and the Mosaic Evolution of Crown-Homi,2015,2012,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,MorphoJ: an integrated software package for geometric morphometrics,2015,2011,unresolved
10.1073_pnas.1511220112,,Fossil hominin shoulders support an African ape-like last common ancestor of humans and chimpanzees.,"Linear Discrimination, Ordination, and the Visualization of Selection Gradients in Modern Morphometrics",2015,2011,unresolved
